# Column,Old name(s),Category,Definition,Not used?,In kitten?
ERROR_HMAG_TMASS,e_Hmag_TMASS,PHOT,"Total uncertainty in H band magnitude from 2MASS. The combined uncertainty is derived from the following relation: e_[JHK]mag = sqrt([JHK]cmsig2 + [JHK]zperr2 + fferr2 + [r1normrms2]) where cmsig = Corrected band photometric uncertainty.  zperr = Nightly photometric zero point uncertainty = 0.011 mag.  fferr = Flat-fielding residual error = 0.005 mags.  r1normrms = R1 normalization uncertainty = 0.012 mags (applied only for sources with Rflg='1').  This column is null if the default magnitude is a 95% confidence upper limit (i.e. the source is not detected, or inconsistently deblended in the band).",0,0
HSNR_TMASS,Hsnr_TMASS,METAOBS,Signal-to-noise ratio for the H band magnitude detection in 2MASS,1,0
KMAG_TMASS,Kmag_TMASS,PHOT,"K band magnitude from 2MASS. This is the selected 'default' magnitude for each band, [JHK]. If the source is not detected in the band, this is the 95% confidence upper limit derived from a 4 arcsec radius aperture measurement taken at the position of the source on the Atlas Image. The origin of the default magnitude is given by the first character of the Rflg value (Rflg). This column is null if the source is nominally detected in the band, but no useful brightness estimate could be made (Rflg='9').",0,0
KCMSIG_TMASS,Kcmsig_TMASS,PHOT,"Corrected K band magnitude from 2MASS. This is the corrected photometric uncertainty [JHK]cmsig for the default magnitude. If Rflg='2', this is the measurement error from the profile-fitting procedure, corrected to be consistent with observed repeatability statistics. If Rflg='2' or '4', this is the RMS of the brightness measured in aperture photometry on the individual frames. If Rflg='3', the uncertainty is derived from the residuals to the 1-d radial profile fit to the unsaturated wings of the bright star. If the value is >8.0, it is a flag value indicating that a meaningful uncertainty could not be determined for the source. This column is null if the default magnitude is a 95% confidence upper limit (Rflg='0' or '6') or if the source is not measurable (Rflg='9')",0,0
ERROR_KMAG_TMASS,e_Kmag_TMASS,PHOT,"Total uncertainty in K band magnitude from 2MASS. The combined uncertainty is derived from the following relation: e_[JHK]mag = sqrt([JHK]cmsig2 + [JHK]zperr2 + fferr2 + [r1normrms2]) where cmsig = Corrected band photometric uncertainty.  zperr = Nightly photometric zero point uncertainty = 0.011 mag.  fferr = Flat-fielding residual error = 0.005 mags.  r1normrms = R1 normalization uncertainty = 0.012 mags (applied only for sources with Rflg='1').  This column is null if the default magnitude is a 95% confidence upper limit (i.e. the source is not detected, or inconsistently deblended in the band).",0,0
K_SNR_TMASS,Ksnr_TMASS,PHOT,Signal-to-noise ratio for the K band magnitude detection in 2MASS,1,0
QFLG_TMASS,Qflg_TMASS,FLAG,"2MASS photometric quality. Three character flag, one character per band [JHK], that provides a summary of the net quality of the default photometry in each band, as derived from the Read Flag (Rflg), measurement uncertainties ([jhk]cmsig), scan signal-to-noise ratios ([jhk]snr), frame-detection statistics (Ndet), and profile-fit reduced chi-squared values ([jhk]psfchi). 'X' = There is a detection at this location, but no valid brightness estimate can be extracted using any algorithm, so Rflg='9' and default magnitude is null. 'U' = Upper limit on magnitude. Source is not detected in this band (Rflg='0'), or it is detected, but not resolved in a consistent fashion with other bands (Rflg='6'). A value of Qflg='U' does not necessarily mean that there is no flux detected in this band at the location. Whether or not flux has been detected can be determined from the value of Rflg. When Rflg='0', no flux has been detected. When Rflg='6', flux has been detected at the location where the images were not deblended consistently in all three bands (JHKs). 'F' = his category includes Rflg='1' or Rflg='3' sources where a reliable estimate of the photometric error, [jhk]cmsig, could not be determined. The uncertainties reported for these sources in [jhk]cmsig and e_[jhk]mag are flags and have numeric values >8.0. 'E' = This category includes detections where the goodness-of-fit quality of the profile-fit photometry was very poor (Rflg=2 and [jhk]psfchi>10.0), or detections where psf fit photometry did not converge and an aperture magnitude is reported (Rflg=4), or detections where the number of frames was too small in relation to the number of frames in which a detection was geometrically possible. Now the better flags: 'A' = Detections in any brightness regime where valid measurements were made (Rflg='1','2' or '3') with [jhk]snr>10 AND [jhk]cmsig<0.10857. 'B' = Detections in any brightness regime where valid measurements were made (Rflg='1','2' or '3') with [jhk]snr>7 AND [jhk]cmsig<0.15510. 'C' = Detections in any brightness regime where valid measurements were made (Rflg='1','2' or '3') with [jhk]snr>5 AND [jhk]cmsig<0.21714. 'D' = Detections in any brightness regime where valid measurements were made (Rflg='1','2' or '3') with no [jhk]snr OR [jhk]cmsig requirement.",0,0
RFLG_TMASS,Rflg_TMASS,FLAG,"The read flag indicating the source of the 2MASS default magnitudes. 3-digit integer, where the 1st digit corresponds to the J band, the 2nd to the H band, and the 3rd to the Ks band. Rflg values of '1', '2' or '3' generally indicate the best quality detections, photometry and astrometry (although other quality flags must be considered). Values of '0', '4', '6' and '9' in a band indicate either non-detections, or generally poor quality photometry and positions.",0,0
BFLG_TMASS,Bflg_TMASS,FLAG,"The blend flag. Three character flag, one character per band [JHK], that indicates the number of components that were fit simultaneously when estimating the brightness of a source.",0,0
CFLG_TMASS,Cflg_TMASS,FLAG,"The cntamination and confusion flag. Three character flag, one character per band [JHKs], that indicates that the photometry and/or position measurements of a source may be contaminated or biased due to proximity to an image artifact or nearby source of equal or greater brightness. Non-zero values the Cflg in any band is an indicator that the measurements of that source may be contaminated.",0,0
NDET_TMASS,Ndet_TMASS,METAOBS,Number of aperture measurements in 2MASS,0,0
PROX_TMASS,prox_TMASS,COORD,Distance between source and nearest neighbour in 2MASS,0,0
PXPA_TMASS,pxPA_TMASS,COORD,Position angle of vector from source to nearest neighbour (E of N) in 2MASS,0,0
PXCNTR_TMASS,pxCntr_TMASS,METAOBS,Sequence number of nearest neighbour in 2MASS,1,0
XFLG_TMASS,Xflg_TMASS,FLAG,"Extended source contamination in 2MASS. '0'= Source does not fall within the elliptical profile of an extended source with semi-major axis >10'', or it is not identified exactly with an XSC source with semi-major axis >10''. However, the source may correspond exactly to a smaller XSC source. '1' = Source is resolved by 2MASS, and is equivalent to a source in the XSC that has a semi-major axis >10'' in size. Users must refer to the extKey to identify all PSC sources with XSC counterparts. A value of Xflg='2' indicates that this point source falls within the elliptical boundary of an XSC source. Sources so indicated are often foreground stars superimposed on background galaxies, or sometimes extractions of pieces of the galaxy or nebula. The point source photometry for these sources is probably contaminated by the surrounding structured extended emission. Point sources can still be superimposed on extended sources and remain unflagged if the XSC source shape is not well-described by an ellipse.",0,0
AFLG_TMASS,Aflg_TMASS,FLAG,"Association with asteroid or comet. '0' = Source is not associated with a known solar system object, '1' = Source is associated with the predicted position of a known solar system object.",1,0
CNTR_TMASS,Cntr_TMASS,METAOBS,Unique source identifier in 2MASS catalogue,1,0
HEMIS_TMASS,Hemis_TMASS,METAOBS,Hemisphere of observation in 2MASS,1,0
DATE_TMASS,Date_TMASS,METAOBS,Observation date for 2MASS,1,0
SCAN_TMASS,Scan_TMASS,METAOBS,Scan number (within date) in 2MASS,1,0
GLON_TMASS,GLON_TMASS,COORD,"Galactic longitude in degrees derived from B1950, and performing rotational transformation into lII, bII coordinate system. This coordinate should not be used as an astrometric reference because it has been rounded to 0.001 deg.",1,0
GLAT_TMASS,GLAT_TMASS,COORD,"Galactic latitude in degrees derived from B1950, and performing rotational transformation into lII, bII coordinate system. This coordinate should not be used as an astrometric reference because it has been rounded to 0.001 deg.",1,0
XSCAN_TMASS,Xscan_TMASS,METAOBS,Distance of source from focal plane centerline in arcsec from 2MASS,1,0
JD_TMASS,JD_TMASS,METAOBS,Julian date of source measurement for 2MASS,1,0
J_PSFCHI_TMASS,Jpsfchi_TMASS,METAOBS,J band reduced chi2 value of fit extracted from 2MASS,1,0
H_PSFCHI_TMASS,Hpsfchi_TMASS,METAOBS,H band reduced chi2 value of fit extracted from 2MASS,1,0
K_PSFCHI_TMASS,Kpsfchi_TMASS,METAOBS,K band reduced chi2 value of fit extracted from 2MASS,1,0
J_STDAP_TMASS,Jstdap_TMASS,PHOT,"J standard aperture magnitude from 2MASS. The standard aperture magnitude is the curve-of-growth corrected average brightness measured in a 4'' radius aperture centered on the source position on each of the available 1.3 s 'Read_2' frames. The column is empty if the source is not detected in the band (Rflg='0'), or if it is saturated in all of the 1.3 s 'Read 2' exposures for the band.",1,0
ERROR_J_STDAP_TMASS,e_Jstdap_TMASS,PHOT,Uncertainty in J standard aperture magnitude in 2MASS.,1,0
H_STDAP_TMASS,Hstdap_TMASS,PHOT,"H standard aperture magnitude from 2MASS. The standard aperture magnitude is the curve-of-growth corrected average brightness measured in a 4'' radius aperture centered on the source position on each of the available 1.3 s 'Read_2' frames. The column is empty if the source is not detected in the band (Rflg='0'), or if it is saturated in all of the 1.3 s 'Read 2' exposures for the band.",1,0
ERROR_H_STDAP_TMASS,e_Hstdap_TMASS,PHOT,Uncertainty in H standard aperture magnitude in 2MASS.,1,0
K_STDAP_TMASS,Kstdap_TMASS,,"K standard aperture magnitude from 2MASS. The standard aperture magnitude is the curve-of-growth corrected average brightness measured in a 4'' radius aperture centered on the source position on each of the available 1.3 s 'Read_2' frames. The column is empty if the source is not detected in the band (Rflg='0'), or if it is saturated in all of the 1.3 s 'Read 2' exposures for the band.",1,0
ERROR_K_STDAP_TMASS,e_Kstdap_TMASS,PHOT,Uncertainty in K standard aperture magnitude in 2MASS.,1,0
EDGENS_TMASS,edgeNS_TMASS,METAOBS,Distance from the source to the nearest North or South scan edge in arcsec from 2MASS,1,0
EDGEEW_TMASS,edgeEW_TMASS,METAOBS,Distance from the source to the nearest East or West scan edge in arcsec from 2MASS,1,0
EDGE_TMASS,edge_TMASS,FLAG,Flag indicating to which edges the edgeNS and edgeEW values refer in 2MASS,1,0
DUP_TMASS,dup_TMASS,FLAG,"Flag indicating duplicate source in 2MASS. '0' = The source does not fall within a Tile overlap region or it falls in an overlap region and there were no sources detected within 2'' of its position in the overlapping Tile. '1' = The source falls within a Tile overlap region, and there is one source detected within 2'' of its position in the overlapping Tile. '>1' = The source falls within a Tile overlap region, and there are multiple sources detected within 2'' of its position in the overlapping Tile, and/or within its own Tile. This implies confusion in the multiple source resolution procedure.",1,0
USE_TMASS,use_TMASS,FLAG,"Use source flag, used in conjunction with the dup flag, this numerical flag indicates if a source falls within a Tile overlap region, and whether or not it satisfies the unbiased selection rules for multiple source resolution.",1,0
OPT_TMASS,opt_TMASS,METAOBS,"Associated optical source for objects in 2MASS. The catalog ID and other association parameters are given for the closest optical match found within 5 arcsec. The ID consists of a single-letter abbreviation for the catalog (e.g., 'T' for Tycho 2, 'U' for USNO-A2.0). '0' means no optical source was found.",0,0
DOPT_TMASS,Dopt_TMASS,METAOBS,Distance to associated optical source in arcsec for objects in 2MASS,0,0
PAOPT_TMASS,PAopt_TMASS,METAOBS,Position angle in degrees from optical source to the 2MASS source position,1,0
BMAG_TMASS,Bmag_TMASS,PHOT,Blue magnitude of associated optical source for 2MASS objects,1,0
RMAG_TMASS,Rmag_TMASS,PHOT,Visual or red mag of associated optical source for 2MASS objects,1,0
NOPT_TMASS,Nopt_TMASS,FLAG,"Number of optical sources within 5arcsec for objects in 2MASS. The optical association information is unreliable for sources with |dec|>86deg, because of an error in the 2MASS/USNO-A2.0 position correlation procedure that caused associations to be missed in the vicinity of the equatorial poles. If the source has |dec|>86deg, a value of a='0' does not necessarily mean that there is not an optical association within 5 arcsec of the 2MASS position.",0,0
EXTKEY_TMASS,extKey_TMASS,ID,Record Identifier in XSC extracted from 2MASS,1,0
SCANKEY_TMASS,scanKey_TMASS,ID,Record Identifier in the Scan Information Table extracted from 2MASS,1,0
COADDKEY_TMASS,coaddKey_TMASS,ID,Record Identifier in the Atlas Image Data Table extracted from 2MASS,1,0
COADD_TMASS,coadd_TMASS,METAOBS,Sequence number of the Atlas Image,1,0
APSTAR_ID_APOGEE,APSTAR_ID_APOGEE,ID,"Unique apStar identifier: apogee.[ns].[sc].APSTAR_VERS.LOC.STAR, where [ns] is for APOGEE North/South, [sc] is for survey/commissioning",0,0
TARGET_ID_APOGEE,TARGET_ID_APOGEE,METAOBS,Target ID in APOGEE,1,0
ASPCAP_ID_APOGEE,ASPCAP_ID_APOGEE,ID,Unique ASPCAP identifier: apogee.[ns].[sc].RESULTS_VERS.LOC.STAR from APOGEE,1,0
ALT_ID_APOGEE,ALT_ID_APOGEE,ID,Quasi-unique identifier: (HEY: The 1m targets have a blank string),1,0
FILE_APOGEE,FILE_APOGEE,METAOBS,File name from APOGEE,1,0
TELESCOPE_APOGEE,TELESCOPE_APOGEE,METAOBS,String representation of of telescope used for observation (currently APO 1m or 2.5m) in APOGEE,1,0
LOCATION_ID_APOGEE,LOCATION_ID_APOGEE,METAOBS,Field Location ID in APOGEE,1,0
FIELD_APOGEE,FIELD_APOGEE,METAOBS,Field name from APOGEE,1,0
J_APOGEE,J_APOGEE,PHOT,2MASS J magnitude extracted from APOGEE,0,1
ERROR_J_APOGEE,J_ERR_APOGEE,PHOT,Uncertainty in 2MASS J magnitude extracted from APOGEE,0,1
H_APOGEE,H_APOGEE,PHOT,2MASS H magnitude extracted from APOGEE,0,1
ERROR_H_APOGEE,H_ERR_APOGEE,PHOT,Uncertainty in 2MASS H magnitude extracted from APOGEE,0,1
K_APOGEE,K_APOGEE,PHOT,2MASS K magnitude extracted from APOGEE,0,1
ERROR_K_APOGEE,K_ERR_APOGEE,PHOT,Uncertainty in 2MASS K magnitude extracted from APOGEE,0,1
RA_APOGEE,RA_APOGEE,COORD,Right ascension in APOGEE,0,0
DEC_APOGEE,DEC_APOGEE,COORD,Declination (J2000) from APOGEE,0,0
GLON_APOGEE,GLON_APOGEE,COORD,Galactic longitude in degrees from APOGEE,0,0
GLAT_APOGEE,GLAT_APOGEE,COORD,Galactic latitude in degrees from APOGEE,0,0
APOGEE_TARGET1_APOGEE,APOGEE_TARGET1_APOGEE,FLAG,"Bitwise OR of first APOGEE-1 target flag of all visits, see bitmask definitions from APOGEE",1,0
APOGEE_TARGET2_APOGEE,APOGEE_TARGET2_APOGEE,FLAG,"Bitwise OR of second APOGEE-1 target flag of all visits, see bitmask definitions from APOGEE",1,0
APOGEE_TARGET3_APOGEE,APOGEE_TARGET3_APOGEE,FLAG,Non-populated/dummy third APOGEE-1 targeting flag from APOGEE,1,0
TARGFLAGS_APOGEE,TARGFLAGS_APOGEE,FLAG,Verbose/text form of APOGEE-1 target flags,1,0
SURVEY_APOGEE,SURVEY_APOGEE,METAOBS,"Survey-associated with object: apogee, apo1m, apogee-marvels, apogee2, apogee2-manga, manga-apogee2 from APOGEE",0,0
PROGRAMNAME_APOGEE,PROGRAMNAME_APOGEE,METAOBS,"Program name associated with object, when available in APOGEE DR16",1,0
NINST_APOGEE,NINST_APOGEE,DELETE,"Three-entry array which indicates the number of object visits in commissioning, APOGEE-1, APOGEE-2",1,0
NVISITS_APOGEE,NVISITS_APOGEE,METAOBS,Number of visits into combined spectrum,0,0
COMBTYPE_APOGEE,COMBTYPE_APOGEE,DELETE,This is not described in the APOGEE Datamodel:allStar documentation,1,0
COMMISS_APOGEE,COMMISS_APOGEE,FLAG,"Set to 1 for APOGEE-1 Commissioning data (before July 2011), else 0",1,0
SNR_APOGEE,SNR_APOGEE,METAOBS,median S/N per pixel in combined frame (at apStar sampling) in APOGEE,1,0
STARFLAG_APOGEE,STARFLAG_APOGEE,FLAG,"Flag for star condition taken from bitwise OR of individual visits, see bitmask definitions from APOGEE",0,0
STARFLAGS_APOGEE,STARFLAGS_APOGEE,FLAG,Verbose/text form of STARFLAG from APOGEE,1,0
ANDFLAG_APOGEE,ANDFLAG_APOGEE,FLAG,"Flag for star condition taken from bitwise AND of individual visits, see bitmask definitions. Not really usefull when using Python",1,0
ANDFLAGS_APOGEE,ANDFLAGS_APOGEE,FLAG,Verbose/text form of ANDFLAG from APOGEE,1,0
LOS_VELOCITY_APOGEE,VHELIO_AVG_APOGEE,CHEM,"Average radial velocity in km/s, weighted by S/N, using RVs determined from cross-correlation of individual spectra with combined spectrum in APOGEE",0,1
VSCATTER_APOGEE,VSCATTER_APOGEE,CHEM,Scatter of individual visit RVs around average in km/s from APOGEE,0,1
ERROR_LOS_VELOCITY_APOGEE,VERR_APOGEE,CHEM,,0,0
MED_ERROR_RADIAL_VELOCITY_APOGEE,VERR_MED_APOGEE,CHEM,Median of individual visit RV errors in km/s in APOGEE,0,0
OBSVHELIO_AVG_APOGEE,OBSVHELIO_AVG_APOGEE,CHEM,Average RV in km/s from observed spectrum template matching technique in APOGEE,0,0
OBSVSCATTER_APOGEE,OBSVSCATTER_APOGEE,CHEM,Scatter of individual visit observed RVs around average in km/s in APOGEE,0,0
ERROR_OBSVHELIO_APOGEE,OBSVERR_APOGEE,CHEM,Average RV in km/s from observed spectrum template matching technique from APOGEE,0,0
MED_ERROR_OBSVHELIO_APOGEE,OBSVERR_MED_APOGEE,CHEM,Median of individual visit observed RV errors in km/s in APOGEE,0,0
SYNTHVHELIO_AVG_APOGEE,SYNTHVHELIO_AVG_APOGEE,METAOBS,Average RV from synthetic spectrum template matching technique in km/s from APOGEE,1,0
SYNTHVSCATTER_APOGEE,SYNTHVSCATTER_APOGEE,METAOBS,Scatter of individual visit synthethic RVs around average in km/s from APOGEE,1,0
ERROR_SYNTHVHELIO_APOGEE,SYNTHVERR_APOGEE,CHEM,Average RV in km/s from synthetic spectrum template matching technique from APOGEE,0,0
MED_ERROR_SYNTHVHELIO_APOGEE,SYNTHVERR_MED_APOGEE,CHEM,Median of individual visit synthetic RV errors in km/s in APOGEE,0,0
RV_TEFF_APOGEE,RV_TEFF_APOGEE,METAOBS,Effective temperature in kelvin of best-match synthetic spectrum from RV grid (NOT ASPCAP!) from APOGEE,1,1
RV_LOGG_APOGEE,RV_LOGG_APOGEE,METAOBS,log g of best-match synthetic spectrum from RV grid (NOT ASPCAP!) in log(cgs) from APOGEE,1,1
RV_FE_H_APOGEE,RV_FEH_APOGEE,METAOBS,[Fe/H] of best-match synthetic spectrum from RV grid (NOT ASPCAP!) from APOGEE,0,0
RV_ALPHA_APOGEE,RV_ALPHA_APOGEE,METAOBS,[alpha/M] of best-match synthetic spectrum from RV grid (NOT ASPCAP!),0,1
RV_CARB_APOGEE,RV_CARB_APOGEE,METAOBS,[C/M] of best-match synthetic spectrum from RV grid (NOT ASPCAP!) from APOGEE,1,1
RV_CCFWHM_APOGEE,RV_CCFWHM_APOGEE,METAOBS,FWHM of cross-correlation peak from combined vs best-match synthetic spectrum in km/s from APOGEE,1,0
RV_AUTOFWHM_APOGEE,RV_AUTOFWHM_APOGEE,METAOBS,FWHM of auto-correlation of best-match synthetic spectrum in km/s from APOGEE,1,0
SYNTHSCATTER_APOGEE,SYNTHSCATTER_APOGEE,METAOBS,Scatter of individual visit synthethic RVs around average in km/s from APOGEE,1,0
STABLERV_CHI2_APOGEE,STABLERV_CHI2_APOGEE,METAOBS,Chi^2 of RV distribution under assumption of a stable single-valued RV; perhaps not currenlty useful because of issues with understanding RV errors in APOGEE,1,0
STABLERV_RCHI2_APOGEE,STABLERV_RCHI2_APOGEE,METAOBS,Reduced chi^2 of RV distribution in APOGEE,1,0
CHI2_THRESHOLD_APOGEE,CHI2_THRESHOLD_APOGEE,DELETE,Threshold chi^2 for possible binary determination (not currently valid) from APOGEE,1,0
STABLERV_CHI2_PROB_APOGEE,STABLERV_CHI2_PROB_APOGEE,METAOBS,Probability of obtaining observed chi^2 under assumption of stable RV in APOGEE,1,0
APOGEE2_TARGET1_APOGEE,APOGEE2_TARGET1_APOGEE,FLAG,"Bitwise OR of first APOGEE-2 target flag of all visits, see bitmask definitions from APOGEE",1,0
APOGEE2_TARGET2_APOGEE,APOGEE2_TARGET2_APOGEE,FLAG,"Bitwise OR of second APOGEE-2 target flag of all visits, see bitmask definitions from APOGEE",1,0
APOGEE2_TARGET3_APOGEE,APOGEE2_TARGET3_APOGEE,FLAG,"Bitwise OR of third APOGEE-2 target flag of all visits, see bitmask definitions from APOGEE",1,0
MEANFIB_APOGEE,MEANFIB_APOGEE,METAOBS,Mean fiber number of the set of observations in APOGEE,1,0
SIGFIB_APOGEE,SIGFIB_APOGEE,METAOBS,Dispersion in fiber number in APOGEE,1,0
SNREV_APOGEE,SNREV_APOGEE,METAOBS,Revised S/N estimate (avoiding persistence issues) in APOGEE,1,0
APSTAR_VERSION_APOGEE,APSTAR_VERSION_APOGEE,METAOBS,APSTAR release version from APOGEE,0,0
ASPCAP_VERSION_APOGEE,ASPCAP_VERSION_APOGEE,METAOBS,Version of ASPCAP from APOGEE,1,0
RESULTS_VERSION_APOGEE,RESULTS_VERSION_APOGEE,METAOBS,RESULTS release version in APOGEE,1,0
EXTRATARG_APOGEE,EXTRATARG_APOGEE,DELETE,"Bitmask which identifies main survey targets and other classes, see bitmask definitions from APOGEE",1,0
